mapping,subzone,coordinates,centroids
"[{'Y': '41402.8957', 'X': '32708.1139', 'CATEGORY': 'CATB', 'SEARCHVAL': 'SENGKANG WEST AVENUE'}, {'Y': '41550.4165', 'X': '33353.7758', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENGKANG WEST BRIDGE'}, {'Y': '42112.8897', 'X': '33936.8196', 'CATEGORY': 'Community', 'SEARCHVAL': 'SENGKANG WEST CONSTITUENCY OFFICE @ ANCHORVALE CC (CONSTITUENCY OFFICES)'}, {'Y': '41296.8794', 'X': '31973.8339', 'CATEGORY': 'CATB', 'SEARCHVAL': 'SENGKANG WEST ROAD'}, {'Y': '41923.3538', 'X': '32921.8746', 'CATEGORY': 'CATB', 'SEARCHVAL': 'SENGKANG WEST WAY'}, {'Y': '41039.8618', 'X': '34291.0796', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'A' RC (RESIDENTS COMMITTEES)""}, {'Y': '41039.8617', 'X': '34291.0799', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SENGKANG WEST ZONE A RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '41646.3372', 'X': '34383.0652', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'B' RC (RESIDENTS COMMITTEES)""}, {'Y': '41681.8573', 'X': '34458.2392', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SENGKANG WEST ZONE B RESIDENT COMMITEE (WIRELESS HOTSPOTS)'}, {'Y': '41693.3358', 'X': '34196.6299', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'C' RC (RESIDENTS COMMITTEES)""}, {'Y': '41693.3348', 'X': '34196.6295', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SENGKANG WEST ZONE C RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '41357.7704', 'X': '33917.2039', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'D' RC (RESIDENTS COMMITTEES)""}, {'Y': '41357.7701', 'X': '33917.2037', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SENGKANG WEST ZONE D RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '41239.6940', 'X': '32962.0076', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'E' RC (RESIDENTS COMMITTEES)""}, {'Y': '41239.6938', 'X': '32962.0071', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SENGKANG WEST ZONE E RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '41606.7069', 'X': '32786.6496', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'F' RC (RESIDENTS COMMITTEES)""}, {'Y': '41606.7072', 'X': '32786.6497', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""SENGKANG WEST ZONE F RESIDENTS' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '41458.5307', 'X': '32603.9763', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'H' RC (RESIDENTS COMMITTEES)""}, {'Y': '41568.0249', 'X': '32613.9683', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""SENGKANG WEST ZONE H RESIDENTS' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '41956.8951', 'X': '34092.5975', 'CATEGORY': 'Community', 'SEARCHVAL': ""SENGKANG WEST ZONE 'K' RC (RESIDENTS COMMITTEES)""}]",Sengkang West,"[(1.3120714987726994, 103.95374978212082), (1.3179105592144928, 103.95507560914918), (1.3231831345058054, 103.96012997510046)]","(1.3177217308309992, 103.95631845545682)"
"[{'Y': '37042.2593', 'X': '31217.3516', 'CATEGORY': 'CATB', 'SEARCHVAL': 'LORONG CHUAN'}, {'Y': '37726.3424', 'X': '31843.1356', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'LORONG CHUAN (NEXT TO PLAYGROUND) (COMMUNITY USE SITES)'}, {'Y': '37079.9444', 'X': '31431.4055', 'CATEGORY': 'Building', 'SEARCHVAL': 'LORONG CHUAN MRT STATION'}, {'Y': '37079.9440', 'X': '31431.4061', 'CATEGORY': 'Community', 'SEARCHVAL': 'LORONG CHUAN MRT STATION (CC14) (FRIENDLY BUILDINGS)'}, {'Y': '37064.8194', 'X': '31535.8269', 'CATEGORY': 'Building', 'SEARCHVAL': 'LORONG CHUAN MRT STATION EXIT A'}, {'Y': '37086.6220', 'X': '31281.0131', 'CATEGORY': 'Building', 'SEARCHVAL': 'LORONG CHUAN MRT STATION EXIT B'}]",Lorong Chuan,"[(1.2985911725070152, 103.91456694353126), (1.3042503297505923, 103.92071392276385), (1.3005269876957535, 103.91490562269)]","(1.3011228299844537, 103.9167288296617)"
"[{'Y': '40830.8618', 'X': '32583.2171', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SELETAR HILLS DRIVE'}, {'Y': '40547.3344', 'X': '31921.0095', 'CATEGORY': 'Building', 'SEARCHVAL': 'SELETAR HILLS ESTATE'}]",Seletar Hills,"[(1.3109422221238185, 103.94860973479688), (1.3049535784396558, 103.94606184032921)]","(0.8719652668544914, 69.29822385837537)"
"[{'Y': '36979.4620', 'X': '32320.9970', 'CATEGORY': 'CATB', 'SEARCHVAL': 'SERANGOON CENTRAL'}, {'Y': '37420.2250', 'X': '32273.1281', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON CENTRAL DRIVE'}, {'Y': '37259.0278', 'X': '32246.1381', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON CENTRAL DRIVE BLK 266 (SAM KIOSK)'}, {'Y': '37330.7580', 'X': '32345.6084', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON CENTRAL PO (SAM KIOSK)'}, {'Y': '37330.7587', 'X': '32345.6078', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON CENTRAL POST OFFICE'}]",Serangoon Central,"[(1.3085721609922916, 103.91400300004427), (1.3081391207006219, 103.91796344874074), (1.307895081652748, 103.9165150082145)]","(1.3082021211152204, 103.91616048566651)"
"[{'Y': '38451.7884', 'X': '31650.1282', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN CIRCUS'}, {'Y': '38398.0620', 'X': '30957.2149', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN CLOSE'}, {'Y': '38647.5994', 'X': '31739.6271', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN COUNTRY CLUB'}, {'Y': '37955.6728', 'X': '30919.2520', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON GARDEN DORMITORY, 60 BOUNDARY CLOSE, SINGAPORE 567730 (AXS EXPRESS TOP UP)'}, {'Y': '38509.0259', 'X': '31021.5952', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN DRIVE'}, {'Y': '38542.0221', 'X': '31935.1788', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN ESTATE'}, {'Y': '38348.5565', 'X': '31717.7351', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN MARKET'}, {'Y': '38348.5556', 'X': '31717.7355', 'CATEGORY': 'Environment', 'SEARCHVAL': 'SERANGOON GARDEN MARKET (HAWKER CENTRES)'}, {'Y': '38348.5556', 'X': '31717.7355', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON GARDEN MARKET AND FOOD CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '38341.1466', 'X': '31704.9426', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON GARDEN MARKET, 49A SERANGOON GARDEN WAY, SINGAPORE 555945 (AXS STATION)'}, {'Y': '37567.5426', 'X': '31307.9005', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN PARK'}, {'Y': '38452.6960', 'X': '30992.1061', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN PLACE'}, {'Y': '38434.7352', 'X': '31695.4005', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON GARDEN PO (SAM KIOSK)'}, {'Y': '38434.7356', 'X': '31695.4001', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN POST OFFICE'}, {'Y': '38567.5442', 'X': '31048.4389', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN RISE'}, {'Y': '39038.6249', 'X': '32000.9925', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN SECONDARY SCHOOL'}, {'Y': '38625.5180', 'X': '31067.7007', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SERANGOON GARDEN TERRACE'}, {'Y': '38393.1913', 'X': '32436.4190', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDEN VIEW'}, {'Y': '38395.2951', 'X': '32066.7728', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON GARDEN WAY'}, {'Y': '38641.5056', 'X': '31734.2713', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON GARDENS COUNTRY CLUB'}]",Serangoon Garden,"[(1.302504604928323, 103.9272323196634), (1.296238167337165, 103.92674933375675), (1.3033139337373911, 103.92899179947695)]","(1.3006855686676264, 103.92765781763235)"
"[{'Y': '39107.7703', 'X': '32339.5291', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON NORTH - 1 (SAM KIOSK)'}, {'Y': '39107.7703', 'X': '32339.5291', 'CATEGORY': 'Community', 'SEARCHVAL': 'SERANGOON NORTH - 2 (SAM KIOSK)'}, {'Y': '39184.2994', 'X': '32303.7338', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SERANGOON NORTH AVE 1 (INFRONT BLK 153) (COMMUNITY USE SITES)'}, {'Y': '38722.9259', 'X': '32443.6684', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 1'}, {'Y': '38997.9205', 'X': '32637.9945', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 2'}, {'Y': '39438.0428', 'X': '32261.1617', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 3'}, {'Y': '39509.8883', 'X': '32451.4878', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 4'}, {'Y': '39690.5072', 'X': '32386.4433', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 5'}, {'Y': '39827.9182', 'X': '32264.4036', 'CATEGORY': 'CATD', 'SEARCHVAL': 'SERANGOON NORTH AVENUE 6'}, {'Y': '39987.9493', 'X': '32466.0049', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON NORTH INDUSTRIAL ESTATE'}, {'Y': '39555.2366', 'X': '32219.0850', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON NORTH NEIGHBOURHOOD PARK'}, {'Y': '39102.1957', 'X': '32224.5863', 'CATEGORY': 'Building', 'SEARCHVAL': 'SERANGOON NORTH NEIGHBOURHOOD POLICE POST'}, {'Y': '39102.2858', 'X': '32216.5045', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'SERANGOON NORTH NEIGHBOURHOOD POLICE POST (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}]",Serangoon North,"[(1.308739066280695, 103.93312685547431), (1.308739066280695, 103.93312685547431), (1.3084153190825143, 103.93381449231796)]","(1.3086311505479682, 103.93335606775554)"
[],Serangoon North Ind Estate,[],"(0.0, 0.0)"
"[{'Y': '36143.3616', 'X': '33510.7381', 'CATEGORY': 'CATB', 'SEARCHVAL': 'UPPER PAYA LEBAR ROAD'}, {'Y': '35773.8994', 'X': '33931.3096', 'CATEGORY': 'Building', 'SEARCHVAL': 'UPPER PAYA LEBAR UNDERPASS'}]",Upper Paya Lebar,"[(1.3193319825182896, 103.90649055600494), (1.3231355756439729, 103.90317085521059)]","(0.8808225193874208, 69.26988713707185)"
"[{'Y': '47214.6485', 'X': '31214.6656', 'CATEGORY': 'Building', 'SEARCHVAL': 'PULAU SELETAR'}]",Pulau Seletar,"[(1.2985622624764377, 104.00597015114992)]","(0.4328540874921459, 34.66865671704998)"
[],Simpang North,[],"(0.0, 0.0)"
[],Simpang South,[],"(0.0, 0.0)"
[],Tanjong Irau,[],"(0.0, 0.0)"
"[{'Y': '30206.1589', 'X': '29460.1734', 'CATEGORY': 'CATE', 'SEARCHVAL': 'BOAT QUAY'}, {'Y': '29928.1295', 'X': '29742.7170', 'CATEGORY': 'Culture', 'SEARCHVAL': 'BOAT QUAY (CONSERVATION AREA MAP)'}, {'Y': '29879.7591', 'X': '29658.4026', 'CATEGORY': 'Building', 'SEARCHVAL': 'BOAT QUAY CONSERVATION AREA'}]",Boat Quay,"[(1.2827011065488152, 103.85314144236641), (1.2852563498580498, 103.85064325726488), (1.2844938429700898, 103.85020862497032)]","(1.2841504331256515, 103.85133110820054)"
"[{'Y': '30263.0537', 'X': '29302.9333', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY'}, {'Y': '30318.9555', 'X': '29398.8236', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CLARKE QUAY (CONSERVATION AREA MAP)'}, {'Y': '30269.5372', 'X': '29430.3315', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY JETTY'}, {'Y': '30088.7038', 'X': '29473.1249', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY MRT STATION'}, {'Y': '29924.2526', 'X': '29418.5188', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY MRT STATION EXIT A'}, {'Y': '30007.7078', 'X': '29401.5449', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY MRT STATION EXIT B'}, {'Y': '30214.8189', 'X': '29547.5797', 'CATEGORY': 'Building', 'SEARCHVAL': 'CLARKE QUAY MRT STATION EXIT F'}, {'Y': '30285.7445', 'X': '29284.9067', 'CATEGORY': 'Community', 'SEARCHVAL': 'CLARKE QUAY, 3 RIVER VALLEY ROAD, SINGAPORE 179019 (AXS STATION)'}]",Clarke Quay,"[(1.2812790782829202, 103.85365265305673), (1.2821462724142798, 103.8541549591915), (1.2824312223891323, 103.85371091890087)]","(1.2819521910287774, 103.85383951038303)"
"[{'Y': '30378.3951', 'X': '28293.6501', 'CATEGORY': 'Building', 'SEARCHVAL': 'ROBERTSON QUAY'}, {'Y': '30406.0727', 'X': '28447.4472', 'CATEGORY': '', 'SEARCHVAL': 'ROBERTSON QUAY (ROAD)'}, {'Y': '30396.3830', 'X': '28964.5659', 'CATEGORY': 'Building', 'SEARCHVAL': 'ROBERTSON QUAY HOTEL'}, {'Y': '30396.3829', 'X': '28964.5668', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'ROBERTSON QUAY HOTEL (HOTELS)'}]",Robertson Quay,"[(1.2721514667428107, 103.85468896449261), (1.273542351697089, 103.85493766904925), (1.2782189924978047, 103.85485064249153)]","(1.2746376036459015, 103.85482575867779)"
"[{'Y': '25823.6513', 'X': '27572.8505', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA'}, {'Y': '26447.0614', 'X': '26161.8291', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - BUTTERFLY PARK & INSECT KINGDOM'}, {'Y': '26878.5542', 'X': '25155.3669', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - FORT SILOSO TOURS'}, {'Y': '26265.0261', 'X': '26240.0679', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - IMAGES OF SINGAPORE'}, {'Y': '26222.4738', 'X': '26391.4212', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - MERLION TOWER'}, {'Y': '26147.4775', 'X': '26340.4826', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - MERLION WALK'}, {'Y': '26634.8781', 'X': '25862.5759', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - MOUNT IMBIAH NATURE RESERVE'}, {'Y': '26398.9456', 'X': '26343.2026', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - SIJORI WONDERGOLF'}, {'Y': '25593.6782', 'X': '26702.8797', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - SOUTHERNMOST POINT OF ASIA CONTINENT'}, {'Y': '26204.8004', 'X': '27206.5313', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - TICKET BOOTH GANTRY'}, {'Y': '26785.0932', 'X': '25627.2241', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA - UNDERWATER WORLD SINGAPORE'}, {'Y': '25873.8588', 'X': '27078.3822', 'CATEGORY': 'Culture', 'SEARCHVAL': 'SENTOSA (CONSERVATION AREA MAP)'}, {'Y': '26438.7240', 'X': '26129.2246', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA 4D MAGIX'}, {'Y': '26037.6828', 'X': '26355.2460', 'CATEGORY': 'Community', 'SEARCHVAL': 'SENTOSA BEACH STATION, 50 BEACH VIEW, SINGAPORE 098604 (AXS STATION)'}, {'Y': '26767.6549', 'X': '26891.7840', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA BOARDWALK'}, {'Y': '26469.1955', 'X': '26094.2758', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA CINEBLAST'}, {'Y': '25639.4510', 'X': '29127.5750', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA COVE'}, {'Y': '25529.0804', 'X': '28694.0738', 'CATEGORY': 'Community', 'SEARCHVAL': 'SENTOSA COVE (SAM KIOSK)'}, {'Y': '25701.6114', 'X': '27406.0445', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA DEVELOPMENT CORPORATION'}, {'Y': '25665.8544', 'X': '27403.5056', 'CATEGORY': 'Building', 'SEARCHVAL': 'SENTOSA DEVELOPMENT CORPORATION (SDC)'}]",Sentosa,"[(1.2656328219047894, 103.81376303465618), (1.252872073763264, 103.81936464797099), (1.243769998264531, 103.82324176903903)]","(1.2540916313108614, 103.81878981722207)"
[],Southern Group,[],"(0.0, 0.0)"
"[{'Y': '28936.8558', 'X': '30121.8887', 'CATEGORY': 'CATD', 'SEARCHVAL': 'STRAITS VIEW'}]",Straits View,"[(1.2886854906920473, 103.84173627969246)]","(0.42956183023068245, 34.613912093230816)"
"[{'Y': '42124.2618', 'X': '19332.8637', 'CATEGORY': 'Building', 'SEARCHVAL': 'GALI BATU DEPOT'}, {'Y': '42124.2608', 'X': '19332.8642', 'CATEGORY': 'Environment', 'SEARCHVAL': 'GALI BATU DEPOT (GREEN MARK BUILDINGS)'}, {'Y': '41403.5971', 'X': '21386.3775', 'CATEGORY': 'Building', 'SEARCHVAL': 'GALI BATU FLYOVER'}]",Gali Batu,"[(1.1911103747047085, 103.96022578313428), (1.191110379226941, 103.96022577414944), (1.2096818959733255, 103.95375137976897)]","(1.1973008833016585, 103.95806764568424)"
"[{'Y': '42166.2796', 'X': '17409.2884', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI CAMP'}, {'Y': '46495.7707', 'X': '15779.9607', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI COUNTRYSIDE'}, {'Y': '46060.2734', 'X': '18656.5829', 'CATEGORY': 'CATC', 'SEARCHVAL': 'KRANJI CRESCENT'}, {'Y': '46136.4606', 'X': '19172.0556', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI DEPOT (SMRT)'}, {'Y': '46170.7135', 'X': '19289.5145', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI DEPOT (SMRT)3'}, {'Y': '46021.1227', 'X': '19858.5502', 'CATEGORY': 'Community', 'SEARCHVAL': 'KRANJI DORMITORY - STATION 1, 12 KRANJI ROAD, SINGAPORE 739522 (AXS EXPRESS TOP UP)'}, {'Y': '45999.2324', 'X': '19745.0387', 'CATEGORY': 'Community', 'SEARCHVAL': 'KRANJI DORMITORY - STATION 2, 12 KRANJI ROAD, SINGAPORE 739522 (AXS EXPRESS TOP UP)'}, {'Y': '40328.7126', 'X': '17076.5550', 'CATEGORY': 'CATA', 'SEARCHVAL': 'KRANJI EXPRESSWAY'}, {'Y': '45914.0747', 'X': '18675.0336', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI INDUSTRIAL ESTATE'}, {'Y': '46297.3799', 'X': '18183.4105', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI LINC'}, {'Y': '46240.3134', 'X': '18305.5866', 'CATEGORY': 'CATC', 'SEARCHVAL': 'KRANJI LINK'}, {'Y': '45970.8456', 'X': '19825.9356', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI LODGE ONE'}, {'Y': '46519.1247', 'X': '19286.0101', 'CATEGORY': 'CATB', 'SEARCHVAL': 'KRANJI LOOP'}, {'Y': '44605.1330', 'X': '15449.5022', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MARSHES'}, {'Y': '45204.5168', 'X': '20078.5865', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MRT STATION'}, {'Y': '45202.5347', 'X': '20074.3572', 'CATEGORY': 'Community', 'SEARCHVAL': 'KRANJI MRT STATION (NS7) (FRIENDLY BUILDINGS)'}, {'Y': '45171.2795', 'X': '20082.2486', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MRT STATION EXIT A'}, {'Y': '45165.9915', 'X': '20060.7366', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MRT STATION EXIT B'}, {'Y': '45208.8271', 'X': '20035.9895', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MRT STATION EXIT C'}, {'Y': '45215.8138', 'X': '20113.8338', 'CATEGORY': 'Building', 'SEARCHVAL': 'KRANJI MRT STATION EXIT D'}]",Kranji,"[(1.1737142468960693, 103.96060252332856), (1.1589771744031847, 103.99950211731493), (1.1849924815541095, 103.9955906966511)]","(1.172561300951121, 103.98523177909821)"
"[{'Y': '40900.8669', 'X': '19211.8300', 'CATEGORY': 'Building', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR'}, {'Y': '43004.8892', 'X': '18269.5648', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BLOCK 683C CHOA CHU KANG CRESCENT) (PCN ACCESS POINTS)'}, {'Y': '40328.5665', 'X': '20246.0453', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BUKIT PANJANG RD NEAR BUKIT PANJANG PLAZA) (PCN ACCESS POINTS)'}, {'Y': '39921.5774', 'X': '21121.0458', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BUKIT PANJANG RD NEAR BUKIT PANJANG SOUTH NPP) (PCN ACCESS POINTS)'}, {'Y': '40193.5731', 'X': '19944.4198', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BUKIT PANJANG RD NEAR JUNCTION 10) (PCN ACCESS POINTS)'}, {'Y': '39700.3433', 'X': '21628.2983', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BUKIT PANJANG RD NEAR ZHENGHUA PARK) (PCN ACCESS POINTS)'}, {'Y': '40224.8494', 'X': '20707.1085', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (BUKIT PANJANG RD NEAR ZHENGHUA PRI SCHOOL) (PCN ACCESS POINTS)'}, {'Y': '40215.2863', 'X': '19588.3949', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (JALAN TECK WHYE) (PCN ACCESS POINTS)'}, {'Y': '41792.5921', 'X': '18999.2160', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (STAGMONT RING) (PCN ACCESS POINTS)'}, {'Y': '40690.1918', 'X': '19338.9754', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'PANG SUA PARK CONNECTOR (TECK WHYE WALK) (PCN ACCESS POINTS)'}]",Pang Sua,"[(1.1900162771603893, 103.9492334596292), (1.1814939141091396, 103.9681378057748), (1.199369558850109, 103.94409168068515)]","(1.1902932500398793, 103.95382098202971)"
"[{'Y': '35459.3478', 'X': '38643.9428', 'CATEGORY': 'Building', 'SEARCHVAL': 'RESERVOIR VIEW'}]",Reservoir View,"[(1.365755005351561, 103.90034560561189)]","(0.45525166845052034, 34.63344853520396)"
"[{'Y': '44409.9753', 'X': '19893.8932', 'CATEGORY': 'CATB', 'SEARCHVAL': 'TURF CLUB AVENUE'}, {'Y': '44232.2365', 'X': '20064.8626', 'CATEGORY': 'Building', 'SEARCHVAL': 'TURF CLUB FLYOVER'}, {'Y': '45614.2163', 'X': '20692.4911', 'CATEGORY': 'Building', 'SEARCHVAL': 'TURF CLUB RIDING SCHOOL'}, {'Y': '35362.1137', 'X': '23578.8423', 'CATEGORY': 'CATE', 'SEARCHVAL': 'TURF CLUB ROAD'}]",Turf Club,"[(1.1961830865788077, 103.98076331561477), (1.1977293557068924, 103.9791664020618), (1.203404696221711, 103.99158391492804)]","(1.1991057128358038, 103.98383787753487)"
